id_nf,data_venda,cliente_id,cliente_nome,marca_carro,modelo_carro,produto_peca,valor_unitario,quantidade,custo_unitario,loja_id,loja_nome,grupo_loja,vendedor_id,vendedor_nome
NF155202,2025-07-20,78632888500882,Jon Snow,Ravion,AX1,Amortecedor,1413.21,4.0,1231.03,400501,AutoParts Sul,Grupo Pampa,V004,Peter Parker
NF155203,2025-06-16,76884791044415,Daenerys Targaryen,MotoriX,DX Hybrid,Pastilha de Freio,1549.93,2.0,1002.05,100201,AutoParts São Paulo,Grupo Titan,V003,Tony Stark
NF155204,2025-08-29,79615911821,Samwell Tarly,Carvex,AX1,Bateria,753.71,3.0,663.06,400502,Sul Auto Parts,Grupo Pampas,V007,Natasha Romanoff
NF155205,2024-11-10,40233742713,Bran Stark,Carvex,CX Sport,Filtro de Óleo,1020.62,6.0,657.42,100201,AutoParts São Paulo,Grupo Titan,V007,Natasha Romanoff
NF155206,2025-10-14,28321124688,Theon Greyjoy,Ravion,CX Sport,Bateria,1343.08,1.0,809.41,100201,AutoParts São Paulo,Grupo Titan,V006,Steve Rogers
NF155207,2024-05-22,07386543387542,Davos Seaworth,Ravion,EX Classic,Correia Dentada,987.77,6.0,769.39,200302,Auto Rio Peças,Grupo Atlantico,V003,Tony Stark
NF155208,2024-04-11,95118761594868,Daenerys Targaryen,Velox,DX Hybrid,Pastilha de Freio,368.2,4.0,229.77,100202,Auto Parts SP Centro,Grupo Tytan,V001,Bruce Wayne
NF155209,2024-06-21,59159767817134,Bran Stark,Velox,AX1,Pastilha de Freio,250.25,4.0,179.83,400501,AutoParts Sul,Grupo Pampa,V004,Peter Parker
NF155210,2024-03-26,09475941691,Jorah Mormont,MotoriX,CX Sport,Correia Dentada,1706.8,5.0,1277.75,400501,AutoParts Sul,Grupo Pampa,V003,Tony Stark
NF155211,2024-03-31,46657371498839,Robb Stark,Autron,EX Classic,Correia Dentada,100.58,2.0,71.03,300401,AutoParts Minas,Grupo Serra,V007,Natasha Romanoff
NF155212,2025-05-31,18113637092,Sansa Stark,Carvex,DX Hybrid,Amortecedor,1348.38,,846.15,300402,Minas Auto Peças,Grupo Serras,V004,Peter Parker
NF155213,2024-06-29,59490005198275,Tyrion Lannister,Carvex,AX1,Correia Dentada,1662.3,2.0,1163.41,400502,Sul Auto Parts,Grupo Pampas,V007,Natasha Romanoff
NF155214,2024-10-24,72949256333491,Daenerys Targaryen,Autron,DX Hybrid,Bateria,1472.18,1.0,1003.37,300402,Minas Auto Peças,Grupo Serras,V008,Barry Allen
NF155215,2024-03-24,30225438923545,Arya Stark,Autron,BZ Turbo,Correia Dentada,1106.04,6.0,872.23,200302,Auto Rio Peças,Grupo Atlantico,V001,Bruce Wayne
NF155216,2024-09-12,01140275626,Bran Stark,Ravion,DX Hybrid,Bateria,152.96,4.0,102.38,400501,AutoParts Sul,Grupo Pampa,V002,Clark Kent
NF155217,2024-04-05,37731870636251,Sansa Stark,Carvex,AX1,Amortecedor,1304.01,4.0,1057.64,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V006,Steve Rogers
NF155218,2024-01-06,52930088510501,Ned Stark,Velox,CX Sport,Bateria,669.53,2.0,514.16,300402,Minas Auto Peças,Grupo Serras,V001,Bruce Wayne
NF155219,2024-02-06,06652536495517,Robb Stark,Autron,CX Sport,Pastilha de Freio,1192.96,2.0,794.5,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V002,Clark Kent
NF155220,2025-07-23,10404618571046,Robb Stark,Ravion,CX Sport,Correia Dentada,785.17,6.0,712.53,400502,Sul Auto Parts,Grupo Pampas,V001,Bruce Wayne
NF155221,2025-06-24,07909149448640,Theon Greyjoy,Ravion,EX Classic,Correia Dentada,578.56,1.0,444.42,100201,AutoParts São Paulo,Grupo Titan,V005,Diana Prince
NF155222,2024-06-05,98570674588134,Ned Stark,Velox,DX Hybrid,Bateria,918.21,3.0,610.56,100201,AutoParts São Paulo,Grupo Titan,V001,Bruce Wayne
NF155223,2024-04-15,26235312718505,Ned Stark,MotoriX,BZ Turbo,Amortecedor,350.87,1.0,312.4,200302,Auto Rio Peças,Grupo Atlantico,V007,Natasha Romanoff
NF155224,2024-02-27,43243243639,Arya Stark,Velox,DX Hybrid,Bateria,861.37,2.0,781.35,200302,Auto Rio Peças,Grupo Atlantico,V003,Tony Stark
NF155225,2024-11-26,69384284870,Jaime Lannister,Carvex,BZ Turbo,Pastilha de Freio,329.9,6.0,221.39,300402,Minas Auto Peças,Grupo Serras,V003,Tony Stark
NF155226,2025-03-23,54682221126568,Cersei Lannister,Velox,DX Hybrid,Correia Dentada,1259.34,1.0,1042.84,400501,AutoParts Sul,Grupo Pampa,V005,Diana Prince
NF155227,2025-02-02,46803231211,Samwell Tarly,Ravion,EX Classic,Bateria,1159.31,4.0,1033.61,300402,Minas Auto Peças,Grupo Serras,V007,Natasha Romanoff
NF155228,2025-12-10,08927034548189,Ned Stark,Carvex,BZ Turbo,Filtro de Óleo,729.1,1.0,478.07,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V002,Clark Kent
NF155229,2024-02-04,26407969051,Jon Snow,MotoriX,BZ Turbo,Bateria,1088.86,1.0,731.32,300402,Minas Auto Peças,Grupo Serras,V001,Bruce Wayne
NF155230,2024-06-06,34850989622,Daenerys Targaryen,Velox,EX Classic,Correia Dentada,1147.55,4.0,1023.54,100202,Auto Parts SP Centro,Grupo Tytan,V004,Peter Parker
NF155231,2025-09-09,66079013086,Sansa Stark,Velox,EX Classic,Filtro de Óleo,1563.69,1.0,1261.56,400502,Sul Auto Parts,Grupo Pampas,V007,Natasha Romanoff
NF155232,2024-05-25,48810592142441,Jon Snow,Velox,CX Sport,Amortecedor,1272.0,4.0,1007.33,100202,Auto Parts SP Centro,Grupo Tytan,V004,Peter Parker
NF155233,2025-09-02,41972745977749,Jaime Lannister,Velox,EX Classic,Pastilha de Freio,888.45,2.0,780.59,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V007,Natasha Romanoff
NF155234,2024-03-18,88766048789,Brienne of Tarth,Autron,DX Hybrid,Pastilha de Freio,-1493.06,3.0,953.22,400501,AutoParts Sul,Grupo Pampa,V007,Natasha Romanoff
NF155235,2025-07-08,36693423473648,Sansa Stark,Autron,DX Hybrid,Filtro de Óleo,1335.87,6.0,967.49,100201,AutoParts São Paulo,Grupo Titan,V002,Clark Kent
NF155236,2025-05-23,84561932854,Tyrion Lannister,Autron,EX Classic,Correia Dentada,1266.4,,895.02,100201,AutoParts São Paulo,Grupo Titan,V002,Clark Kent
NF155237,2025-12-27,93480308317717,Bran Stark,Autron,EX Classic,Pastilha de Freio,1286.64,2.0,839.63,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V008,Barry Allen
NF155238,2025-09-24,42860131921,Daenerys Targaryen,Velox,BZ Turbo,Filtro de Óleo,345.76,2.0,223.94,300401,AutoParts Minas,Grupo Serra,V005,Diana Prince
NF155239,2024-07-10,12550293726,Samwell Tarly,Velox,AX1,Pastilha de Freio,748.26,6.0,553.77,100201,AutoParts São Paulo,Grupo Titan,V003,Tony Stark
NF155240,2024-06-14,75157446423253,Tyrion Lannister,Ravion,EX Classic,Correia Dentada,1191.89,2.0,859.75,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V006,Steve Rogers
NF155241,2025-04-04,12653982329320,Jon Snow,Autron,BZ Turbo,Bateria,752.4,3.0,621.76,100202,Auto Parts SP Centro,Grupo Tytan,V001,Bruce Wayne
NF155242,2024-10-28,35008933650,Theon Greyjoy,MotoriX,EX Classic,Bateria,1033.71,3.0,641.79,100202,Auto Parts SP Centro,Grupo Tytan,V001,Bruce Wayne
NF155243,2024-06-17,89778840634970,Jorah Mormont,Velox,CX Sport,Amortecedor,442.12,3.0,352.66,300401,AutoParts Minas,Grupo Serra,V008,Barry Allen
NF155244,2024-12-02,94271574235104,Jon Snow,Ravion,BZ Turbo,Amortecedor,140.62,5.0,84.42,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V005,Diana Prince
NF155245,2024-09-04,85455510910,Theon Greyjoy,MotoriX,DX Hybrid,Bateria,114.73,2.0,80.73,400501,AutoParts Sul,Grupo Pampa,V001,Bruce Wayne
NF155246,2025-09-26,37785036439,Bran Stark,Carvex,CX Sport,Amortecedor,1550.21,3.0,1152.83,300401,AutoParts Minas,Grupo Serra,V004,Peter Parker
NF155247,2025-10-27,95367075490901,Robb Stark,MotoriX,CX Sport,Bateria,993.7,5.0,791.05,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V002,Clark Kent
NF155248,2025-12-22,25417624010391,Samwell Tarly,Velox,BZ Turbo,Filtro de Óleo,929.21,4.0,798.3,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V005,Diana Prince
NF155249,2025-03-26,59800203172125,Tyrion Lannister,Ravion,CX Sport,Amortecedor,439.5,6.0,265.56,200302,Auto Rio Peças,Grupo Atlantico,V006,Steve Rogers
NF155250,2024-09-13,35476463643521,Davos Seaworth,Velox,EX Classic,Pastilha de Freio,585.3,1.0,460.13,300401,AutoParts Minas,Grupo Serra,V004,Peter Parker
NF155251,2024-07-14,98338098627,Daenerys Targaryen,Ravion,BZ Turbo,Amortecedor,1015.19,2.0,790.37,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V003,Tony Stark
NF155252,2025-12-10,47211877045,Arya Stark,Ravion,BZ Turbo,Pastilha de Freio,1775.23,2.0,1228.49,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V003,Tony Stark
NF155253,2024-09-08,18097800202496,Davos Seaworth,Ravion,EX Classic,Correia Dentada,697.99,2.0,608.14,300401,AutoParts Minas,Grupo Serra,V001,Bruce Wayne
NF155254,2025-07-06,25929449329832,Cersei Lannister,MotoriX,EX Classic,Correia Dentada,292.23,4.0,179.89,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V002,Clark Kent
NF155255,2025-04-04,80996634735,Tyrion Lannister,Carvex,CX Sport,Pastilha de Freio,654.18,6.0,555.47,100201,AutoParts São Paulo,Grupo Titan,V005,Diana Prince
NF155256,2024-04-26,43298043752092,Sansa Stark,MotoriX,AX1,Correia Dentada,1308.57,6.0,796.08,300401,AutoParts Minas,Grupo Serra,V003,Tony Stark
NF155257,2025-05-04,56258161353,Ned Stark,Carvex,DX Hybrid,Filtro de Óleo,675.63,6.0,492.62,100201,AutoParts São Paulo,Grupo Titan,V007,Natasha Romanoff
NF155258,2025-07-25,85513023805,Davos Seaworth,Carvex,DX Hybrid,Correia Dentada,555.94,1.0,407.12,100201,AutoParts São Paulo,Grupo Titan,V005,Diana Prince
NF155259,2025-04-13,83649450682,Jorah Mormont,Autron,BZ Turbo,Amortecedor,1107.78,6.0,964.43,200302,Auto Rio Peças,Grupo Atlantico,V003,Tony Stark
NF155260,2025-03-08,90452654434236,Tyrion Lannister,Ravion,DX Hybrid,Filtro de Óleo,913.1,4.0,796.33,300401,AutoParts Minas,Grupo Serra,V002,Clark Kent
NF155261,2025-01-13,28194245499,Bran Stark,Autron,EX Classic,Bateria,1674.43,2.0,1249.37,400502,Sul Auto Parts,Grupo Pampas,V004,Peter Parker
NF155262,2024-08-14,75580438737,Samwell Tarly,Autron,AX1,Filtro de Óleo,1532.6,6.0,1294.62,100201,AutoParts São Paulo,Grupo Titan,V002,Clark Kent
NF155263,2025-07-14,73933592139808,Jaime Lannister,Autron,DX Hybrid,Correia Dentada,928.26,6.0,755.79,400502,Sul Auto Parts,Grupo Pampas,V003,Tony Stark
NF155264,2024-02-17,44369637409,Brienne of Tarth,Ravion,EX Classic,Amortecedor,577.64,5.0,355.45,200302,Auto Rio Peças,Grupo Atlantico,V004,Peter Parker
NF155265,2024-05-08,21096211349089,Sansa Stark,Autron,BZ Turbo,Amortecedor,155.85,1.0,102.45,100202,Auto Parts SP Centro,Grupo Tytan,V003,Tony Stark
NF155266,2024-12-02,36116528207972,Sansa Stark,Carvex,EX Classic,Filtro de Óleo,342.13,6.0,281.5,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V004,Peter Parker
NF155267,2025-10-14,89689173406,Jon Snow,Velox,DX Hybrid,Filtro de Óleo,1426.37,3.0,929.85,300401,AutoParts Minas,Grupo Serra,V005,Diana Prince
NF155268,2025-05-08,20972132824504,Jaime Lannister,Velox,EX Classic,Pastilha de Freio,672.48,5.0,498.66,300402,Minas Auto Peças,Grupo Serras,V003,Tony Stark
NF155269,2025-04-13,44177140159,Jorah Mormont,Autron,EX Classic,Correia Dentada,1238.55,3.0,937.22,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V005,Diana Prince
NF155270,2025-09-19,26904871283401,Jon Snow,Ravion,CX Sport,Bateria,1000.25,2.0,770.46,400501,AutoParts Sul,Grupo Pampa,V003,Tony Stark
NF155271,2025-04-30,68323832245109,Jaime Lannister,Autron,AX1,Pastilha de Freio,148.34,5.0,106.48,400502,Sul Auto Parts,Grupo Pampas,V001,Bruce Wayne
NF155272,2025-11-22,66785432534,Tyrion Lannister,Carvex,DX Hybrid,Filtro de Óleo,990.87,2.0,619.23,200302,Auto Rio Peças,Grupo Atlantico,V004,Peter Parker
NF155273,2025-05-11,74323138210,Ned Stark,Velox,EX Classic,Pastilha de Freio,574.34,4.0,388.06,400502,Sul Auto Parts,Grupo Pampas,V001,Bruce Wayne
NF155274,2024-07-20,29915417116283,Ned Stark,Velox,EX Classic,Amortecedor,198.51,5.0,141.21,400501,AutoParts Sul,Grupo Pampa,V006,Steve Rogers
NF155275,2024-04-17,46236102820590,Brienne of Tarth,Velox,EX Classic,Correia Dentada,457.54,3.0,347.3,200302,Auto Rio Peças,Grupo Atlantico,V002,Clark Kent
NF155276,2025-09-28,19803635439,Ned Stark,Ravion,AX1,Pastilha de Freio,1671.39,1.0,1218.91,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V003,Tony Stark
NF155277,2025-01-25,09514026522629,Tyrion Lannister,Autron,CX Sport,Filtro de Óleo,1384.07,3.0,1104.74,300401,AutoParts Minas,Grupo Serra,V006,Steve Rogers
NF155278,2025-12-11,16292124816802,Samwell Tarly,Autron,DX Hybrid,Filtro de Óleo,927.63,6.0,662.7,300402,Minas Auto Peças,Grupo Serras,V008,Barry Allen
NF155279,2025-10-07,75597968793009,Sansa Stark,Velox,CX Sport,Correia Dentada,183.26,3.0,133.31,100202,Auto Parts SP Centro,Grupo Tytan,V002,Clark Kent
NF155280,2024-07-01,53767473428,Sansa Stark,Velox,EX Classic,Pastilha de Freio,933.57,2.0,714.48,300402,Minas Auto Peças,Grupo Serras,V001,Bruce Wayne
NF155281,2024-02-09,66434050129,Ned Stark,MotoriX,EX Classic,Correia Dentada,119.61,3.0,106.04,100201,AutoParts São Paulo,Grupo Titan,V004,Peter Parker
NF155282,2025-03-03,63966788529411,Theon Greyjoy,Carvex,EX Classic,Amortecedor,136.43,1.0,98.24,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V002,Clark Kent
NF155283,2025-05-02,74469750110919,Brienne of Tarth,Ravion,CX Sport,Filtro de Óleo,737.68,5.0,578.7,400501,AutoParts Sul,Grupo Pampa,V007,Natasha Romanoff
NF155284,2024-10-12,36384152675701,Arya Stark,MotoriX,DX Hybrid,Pastilha de Freio,827.49,6.0,683.59,100202,Auto Parts SP Centro,Grupo Tytan,V008,Barry Allen
NF155285,2024-08-30,62271400113753,Robb Stark,Ravion,DX Hybrid,Correia Dentada,723.81,1.0,518.58,300401,AutoParts Minas,Grupo Serra,V003,Tony Stark
NF155286,2024-06-19,26592496071,Sansa Stark,Ravion,CX Sport,Filtro de Óleo,170.68,2.0,115.74,400501,AutoParts Sul,Grupo Pampa,V001,Bruce Wayne
NF155287,2024-09-24,85314998952664,Jon Snow,Ravion,BZ Turbo,Filtro de Óleo,1691.21,4.0,1457.88,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V005,Diana Prince
NF155288,2024-09-16,22801279879,Jon Snow,MotoriX,AX1,Bateria,867.11,2.0,560.39,400502,Sul Auto Parts,Grupo Pampas,V003,Tony Stark
NF155289,2025-01-09,75680103603,Cersei Lannister,Autron,BZ Turbo,Amortecedor,1795.1,3.0,1524.04,300402,Minas Auto Peças,Grupo Serras,V001,Bruce Wayne
NF155290,2024-12-28,62534892283312,Brienne of Tarth,Velox,DX Hybrid,Filtro de Óleo,1158.64,2.0,810.39,400502,Sul Auto Parts,Grupo Pampas,V001,Bruce Wayne
NF155291,2024-06-03,18611139384,Theon Greyjoy,Velox,EX Classic,Bateria,1296.86,2.0,833.65,200302,Auto Rio Peças,Grupo Atlantico,V001,Bruce Wayne
NF155292,2025-04-01,35040650345875,Theon Greyjoy,Velox,EX Classic,Bateria,261.08,3.0,165.97,100202,Auto Parts SP Centro,Grupo Tytan,V001,Bruce Wayne
NF155293,2025-12-02,66188010357962,Jaime Lannister,Ravion,CX Sport,Bateria,708.62,3.0,594.12,100201,AutoParts São Paulo,Grupo Titan,V003,Tony Stark
NF155294,2025-12-29,00530234083,Bran Stark,Velox,CX Sport,Filtro de Óleo,716.68,1.0,445.0,100202,Auto Parts SP Centro,Grupo Tytan,V005,Diana Prince
NF155295,2025-07-05,19940849200937,Jon Snow,Ravion,DX Hybrid,Filtro de Óleo,458.94,3.0,371.6,300402,Minas Auto Peças,Grupo Serras,V002,Clark Kent
NF155296,2025-10-20,28642249878,Cersei Lannister,MotoriX,EX Classic,Bateria,1110.44,4.0,955.2,400501,AutoParts Sul,Grupo Pampa,V003,Tony Stark
NF155297,2024-03-20,72815544632970,Davos Seaworth,Ravion,AX1,Filtro de Óleo,1096.46,5.0,660.31,300402,Minas Auto Peças,Grupo Serras,V006,Steve Rogers
NF155298,2025-12-02,68002225123068,Robb Stark,Autron,CX Sport,Pastilha de Freio,1476.15,3.0,1095.21,200302,Auto Rio Peças,Grupo Atlantico,V005,Diana Prince
NF155299,2024-03-05,07052914615,Samwell Tarly,Carvex,AX1,Pastilha de Freio,770.61,2.0,669.41,200302,Auto Rio Peças,Grupo Atlantico,V002,Clark Kent
NF155300,2025-12-20,82941809780862,Samwell Tarly,MotoriX,EX Classic,Filtro de Óleo,144.03,2.0,119.2,100201,AutoParts São Paulo,Grupo Titan,V008,Barry Allen
NF155301,2025-12-08,74906869215,Davos Seaworth,Ravion,EX Classic,Correia Dentada,419.99,5.0,317.07,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V002,Clark Kent
NF155302,2025-01-11,06934138921,Sansa Stark,Autron,DX Hybrid,Bateria,645.55,5.0,490.04,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V001,Bruce Wayne
NF155303,2025-05-21,03572866515509,Daenerys Targaryen,Carvex,AX1,Pastilha de Freio,1308.21,2.0,813.55,200302,Auto Rio Peças,Grupo Atlantico,V002,Clark Kent
NF155304,2024-06-27,96926857061544,Jorah Mormont,Autron,CX Sport,Bateria,131.14,4.0,83.13,100201,AutoParts São Paulo,Grupo Titan,V005,Diana Prince
NF155305,2025-12-29,90255240203,Samwell Tarly,Autron,DX Hybrid,Correia Dentada,1087.79,6.0,684.74,300402,Minas Auto Peças,Grupo Serras,V001,Bruce Wayne
NF155306,2024-12-13,36383143439,Jorah Mormont,MotoriX,BZ Turbo,Amortecedor,464.84,6.0,416.43,400501,AutoParts Sul,Grupo Pampa,V003,Tony Stark
NF155307,2024-05-23,59955777997802,Davos Seaworth,Ravion,DX Hybrid,Pastilha de Freio,1382.45,1.0,1249.3,100201,AutoParts São Paulo,Grupo Titan,V007,Natasha Romanoff
NF155308,2025-01-22,44555401842,Davos Seaworth,Velox,CX Sport,Filtro de Óleo,1168.96,4.0,838.94,300401,AutoParts Minas,Grupo Serra,V001,Bruce Wayne
NF155309,2025-12-06,29908319475,Jorah Mormont,Carvex,AX1,Filtro de Óleo,1451.05,1.0,909.92,400502,Sul Auto Parts,Grupo Pampas,V001,Bruce Wayne
NF155310,2025-09-24,71264619110,Daenerys Targaryen,Carvex,CX Sport,Pastilha de Freio,385.59,5.0,269.14,400502,Sul Auto Parts,Grupo Pampas,V007,Natasha Romanoff
NF155311,2024-01-24,77755088730228,Theon Greyjoy,Autron,EX Classic,Pastilha de Freio,-159.8,6.0,100.2,400501,AutoParts Sul,Grupo Pampa,V002,Clark Kent
NF155312,2024-06-30,76922727640,Tyrion Lannister,MotoriX,CX Sport,Correia Dentada,1092.02,4.0,868.2,400501,AutoParts Sul,Grupo Pampa,V006,Steve Rogers
NF155313,2024-03-30,97881363311,Daenerys Targaryen,Carvex,EX Classic,Bateria,188.83,3.0,121.0,100202,Auto Parts SP Centro,Grupo Tytan,V003,Tony Stark
NF155314,2024-05-31,37709798815,Ned Stark,Ravion,EX Classic,Amortecedor,789.81,3.0,636.58,200302,Auto Rio Peças,Grupo Atlantico,V008,Barry Allen
NF155315,2024-09-21,06443335898,Tyrion Lannister,Ravion,CX Sport,Bateria,1086.95,5.0,852.91,300402,Minas Auto Peças,Grupo Serras,V002,Clark Kent
NF155316,2024-10-07,63138578837,Jorah Mormont,Ravion,AX1,Filtro de Óleo,506.26,2.0,464.68,300402,Minas Auto Peças,Grupo Serras,V001,Bruce Wayne
NF155317,2024-10-06,13927672017,Ned Stark,Autron,CX Sport,Amortecedor,552.99,4.0,462.03,100201,AutoParts São Paulo,Grupo Titan,V001,Bruce Wayne
NF155318,2025-05-28,77447964091241,Daenerys Targaryen,Carvex,CX Sport,Correia Dentada,259.76,6.0,218.57,400502,Sul Auto Parts,Grupo Pampas,V002,Clark Kent
NF155319,2025-08-27,66948491969585,Jorah Mormont,Ravion,CX Sport,Amortecedor,512.29,5.0,324.51,400501,AutoParts Sul,Grupo Pampa,V001,Bruce Wayne
NF155320,2024-03-13,85730425609317,Ned Stark,Autron,CX Sport,Pastilha de Freio,1432.03,1.0,1022.72,300402,Minas Auto Peças,Grupo Serras,V008,Barry Allen
NF155321,2024-08-24,38221177611833,Brienne of Tarth,Ravion,BZ Turbo,Bateria,981.23,6.0,817.77,400501,AutoParts Sul,Grupo Pampa,V006,Steve Rogers
NF155322,2025-04-18,42927126990916,Jon Snow,MotoriX,BZ Turbo,Bateria,1104.68,1.0,970.07,100202,Auto Parts SP Centro,Grupo Tytan,V005,Diana Prince
NF155323,2025-06-14,21734521186,Robb Stark,Autron,AX1,Pastilha de Freio,1501.67,3.0,901.64,400502,Sul Auto Parts,Grupo Pampas,V001,Bruce Wayne
NF155324,2024-11-08,56559184482983,Robb Stark,Ravion,EX Classic,Amortecedor,1430.65,4.0,1260.84,200302,Auto Rio Peças,Grupo Atlantico,V001,Bruce Wayne
NF155325,2025-06-02,31429332596848,Bran Stark,Ravion,CX Sport,Pastilha de Freio,879.2,2.0,586.05,200302,Auto Rio Peças,Grupo Atlantico,V001,Bruce Wayne
NF155326,2024-02-21,29083046626615,Samwell Tarly,Velox,AX1,Bateria,1423.06,1.0,999.03,100201,AutoParts São Paulo,Grupo Titan,V008,Barry Allen
NF155327,2025-06-22,91622599115,Bran Stark,Autron,CX Sport,Amortecedor,-1313.64,4.0,838.64,400502,Sul Auto Parts,Grupo Pampas,V001,Bruce Wayne
NF155328,2024-03-07,34719843652070,Daenerys Targaryen,Velox,EX Classic,Bateria,1437.94,6.0,1229.31,100202,Auto Parts SP Centro,Grupo Tytan,V004,Peter Parker
NF155329,2024-02-09,49925783556,Sansa Stark,Velox,CX Sport,Correia Dentada,373.7,6.0,318.37,100201,AutoParts São Paulo,Grupo Titan,V002,Clark Kent
NF155330,2024-09-08,80503256025448,Jon Snow,Carvex,BZ Turbo,Correia Dentada,1182.23,1.0,884.21,400502,Sul Auto Parts,Grupo Pampas,V005,Diana Prince
NF155331,2024-09-17,95879642091,Theon Greyjoy,Velox,BZ Turbo,Pastilha de Freio,1439.94,6.0,1314.55,100201,AutoParts São Paulo,Grupo Titan,V008,Barry Allen
NF155332,2025-07-23,79473791123,Daenerys Targaryen,Ravion,CX Sport,Correia Dentada,218.82,2.0,159.8,400502,Sul Auto Parts,Grupo Pampas,V007,Natasha Romanoff
NF155333,2025-02-19,80352130292,Arya Stark,Carvex,BZ Turbo,Amortecedor,1709.72,2.0,1265.17,200302,Auto Rio Peças,Grupo Atlantico,V008,Barry Allen
NF155334,2025-02-13,72321440955054,Arya Stark,MotoriX,EX Classic,Filtro de Óleo,1702.62,5.0,1447.89,100201,AutoParts São Paulo,Grupo Titan,V001,Bruce Wayne
NF155335,2024-12-01,73780345393058,Tyrion Lannister,Autron,AX1,Amortecedor,628.08,2.0,436.41,300401,AutoParts Minas,Grupo Serra,V001,Bruce Wayne
NF155336,2025-09-07,17252590215,Bran Stark,MotoriX,CX Sport,Amortecedor,182.0,2.0,134.99,200302,Auto Rio Peças,Grupo Atlantico,V006,Steve Rogers
NF155337,2024-03-10,47031048183828,Arya Stark,Ravion,EX Classic,Pastilha de Freio,1070.31,1.0,718.26,100202,Auto Parts SP Centro,Grupo Tytan,V007,Natasha Romanoff
NF155338,2024-07-06,96096182045941,Cersei Lannister,MotoriX,CX Sport,Correia Dentada,1129.56,3.0,829.12,300402,Minas Auto Peças,Grupo Serras,V003,Tony Stark
NF155339,2024-04-20,10054031429047,Brienne of Tarth,Carvex,EX Classic,Correia Dentada,1273.87,6.0,1170.22,300402,Minas Auto Peças,Grupo Serras,V006,Steve Rogers
NF155340,2024-02-16,75779989389473,Davos Seaworth,Carvex,CX Sport,Bateria,272.62,3.0,244.17,400501,AutoParts Sul,Grupo Pampa,V003,Tony Stark
NF155341,2024-08-20,24358799607485,Theon Greyjoy,Velox,BZ Turbo,Filtro de Óleo,227.06,5.0,138.74,100202,Auto Parts SP Centro,Grupo Tytan,V006,Steve Rogers
NF155342,2025-08-13,38891499259,Bran Stark,Carvex,AX1,Pastilha de Freio,934.27,6.0,847.73,100202,Auto Parts SP Centro,Grupo Tytan,V003,Tony Stark
NF155343,2024-09-01,35955654217,Theon Greyjoy,Carvex,AX1,Filtro de Óleo,618.35,2.0,488.94,200302,Auto Rio Peças,Grupo Atlantico,V002,Clark Kent
NF155344,2025-04-05,92019933579,Jon Snow,MotoriX,BZ Turbo,Correia Dentada,693.28,2.0,571.85,100202,Auto Parts SP Centro,Grupo Tytan,V002,Clark Kent
NF155345,2025-02-02,07374847929429,Jon Snow,Ravion,BZ Turbo,Amortecedor,393.87,3.0,280.24,400501,AutoParts Sul,Grupo Pampa,V006,Steve Rogers
NF155346,2024-03-20,29290847412656,Davos Seaworth,Carvex,BZ Turbo,Correia Dentada,1682.82,1.0,1356.28,300402,Minas Auto Peças,Grupo Serras,V008,Barry Allen
NF155347,2024-10-04,88633890629,Robb Stark,Ravion,AX1,Filtro de Óleo,379.79,1.0,243.81,100202,Auto Parts SP Centro,Grupo Tytan,V006,Steve Rogers
NF155348,2024-08-15,59450720601,Jon Snow,Carvex,BZ Turbo,Correia Dentada,700.44,1.0,622.59,100201,AutoParts São Paulo,Grupo Titan,V007,Natasha Romanoff
NF155349,2024-09-30,25311521218932,Daenerys Targaryen,Autron,BZ Turbo,Pastilha de Freio,1498.07,3.0,1101.3,100202,Auto Parts SP Centro,Grupo Tytan,V001,Bruce Wayne
NF155350,2025-04-29,49823507245104,Samwell Tarly,MotoriX,BZ Turbo,Bateria,1425.32,3.0,1189.12,200301,AutoParts Rio de Janeiro,Grupo Atlântic,V004,Peter Parker
NF155351,2025-09-28,07691588547,Arya Stark,Carvex,EX Classic,Bateria,1374.08,1.0,1027.47,300402,Minas Auto Peças,Grupo Serras,V007,Natasha Romanoff
NF155352,2024-09-03,90035132248,Sansa Stark,Ravion,CX Sport,Amortecedor,263.31,3.0,190.13,100202,Auto Parts SP Centro,Grupo Tytan,V008,Barry Allen
